Sample #,RandomID,Hair ID,Rapid Genomics ID,Site ID,Week,Check Date,Strand,Sample Quality,DNR ID,Database ID,PIT Tag,Bear,Sex,Year,Date,County,Region,What,Plate,Follicles,Abnormalitiy?,Comments,Address,Latitude,Longitude,,
437,446,446-23,UGA_173101_P005_WE10,HS 005,3,6/29/23,T,6 to 10,,,,,,2023,6/29/23,Houston,CGA,Hair Snare,5,7,,Not Good Follicles,,32.40774,-83.62762,,
438,447,447-23,UGA_173101_P005_WF10,HS 027,7,7/25/23,B,10+,,,,,,2023,7/25/23,Houston,CGA,Hair Snare,5,18,,,,32.44472,-83.50545,,
439,448,448-23,UGA_173101_P005_WG10,HS 028,2,6/21/23,T,10+,,,,,,2023,6/21/23,Houston,CGA,Hair Snare,5,12,,,,32.45919,-83.57036,,
440,449,449-23,UGA_173101_P005_WH10,HS 066,6,7/19/23,B,10+,,,,,,2023,7/19/23,Bleckley,CGA,Hair Snare,5,17,,,,32.42799,-83.46671,,
441,450,450-23,UGA_173101_P005_WA11,HS 030,6,7/19/23,T,10+,,,,,,2023,7/19/23,Houston,CGA,Hair Snare,5,18,,,,32.45655,-83.54399,,
442,452,452-23,UGA_173101_P005_WB11,HS 009,7,7/26/23,B,6 to 10,,,,,,2023,7/26/23,Houston,CGA,Hair Snare,5,15,,,,32.38062,-83.55952,,
443,453,453-23,UGA_173101_P005_WC11,HS 132,4,7/6/23,B,10+,,,,,,2023,7/6/23,Twiggs,CGA,Hair Snare,5,21,,,,32.62112,-83.44886,,
444,454,454-23,UGA_173101_P005_WD11,HS 038,7,7/26/23,T,6 to 10,,,,,,2023,7/26/23,Houston,CGA,Hair Snare,5,18,,,,32.47396,-83.50776,,
445,455,455-23,UGA_173101_P005_WE11,HS 101,4,7/7/23,T,10+,,,,,,2023,7/7/23,Twiggs,CGA,Hair Snare,5,20,,,,32.50851,-83.39172,,
446,456,456-23,UGA_173101_P005_WF11,HS 066,5,7/13/23,T,10+,,,,,,2023,7/13/23,Bleckley,CGA,Hair Snare,5,22,,,,32.42799,-83.46671,,
447,457,457-23,UGA_173101_P005_WG11,HS 066,6,7/19/23,B,10+,,,,,,2023,7/19/23,Bleckley,CGA,Hair Snare,5,14,,,,32.42799,-83.46671,,
448,458,458-23,UGA_173101_P005_WH11,HS 005,5,7/12/23,T,10+,,,,,,2023,7/12/23,Houston,CGA,Hair Snare,5,21,,,,32.40774,-83.62762,,
449,459,459-23,UGA_173101_P005_WA12,HS 068,2,6/24/23,B,6 to 10,,,,,,2023,6/24/23,Bleckley,CGA,Hair Snare,5,6,,,,32.43761,-83.46568,,
450,460,460-23,UGA_173101_P005_WB12,HS 009,3,6/28/23,B,10+,,,,,,2023,6/28/23,Houston,CGA,Hair Snare,5,20,,,,32.38062,-83.55952,,
451,461,461-23,UGA_173101_P005_WC12,HS 068,7,7/29/23,T,10+,,,,,,2023,7/29/23,Bleckley,CGA,Hair Snare,5,15,,,,32.43761,-83.46568,,
451,461,461-23,UGA_173101_P005_WG12,HS 068,7,7/29/23,T,10+,,,,,,2023,7/29/23,Bleckley,CGA,Hair Snare,5,15,,,,32.43761,-83.46568,,
452,462,462-23,UGA_173101_P005_WD12,HS 026,1,6/14/23,T,6 to 10,,,,,,2023,6/14/23,Houston,CGA,Hair Snare,5,16,,,,32.44461,-83.52258,,
453,463,463-23,UGA_173101_P005_WE12,HS 044,6,7/18/23,T,10+,,,,,,2023,7/18/23,Houston,CGA,Hair Snare,5,14,,,,32.48715,-83.51058,,
454,464,464-23,UGA_173101_P005_WF12,HS 007,3,6/29/23,T,10+,,,,,,2023,6/29/23,Houston,CGA,Hair Snare,5,10,,,,32.41777,-83.60471,,
455,465,465-23,UGA_173101_P005_WH12,HS 027,6,7/18/23,T,10+,,,,,,2023,7/18/23,Houston,CGA,Hair Snare,5,15,,,,32.44472,-83.50545,,
456,466,466-23,UGA_173101_P006_WA01,HS 042,2,6/22/23,B,10+,,,,,,2023,6/22/23,Houston,CGA,Hair Snare,6,6,,,,32.48712,-83.55912,,
456,466,466-23,UGA_173101_P006_WG01,HS 042,2,6/22/23,B,10+,,,,,,2023,6/22/23,Houston,CGA,Hair Snare,6,6,,,,32.48712,-83.55912,,
457,467,467-23,UGA_173101_P006_WB01,HS 126,4,7/6/23,T,10+,,,,,,2023,7/6/23,Twiggs,CGA,Hair Snare,6,6,,,,32.59076,-83.44125,,
458,468,468-23,UGA_173101_P006_WC01,HS 027,5,7/11/23,B,10+,,,,,,2023,7/11/23,Houston,CGA,Hair Snare,6,18,,,,32.44472,-83.50545,,
459,469,469-23,UGA_173101_P006_WD01,HS 030,3,6/28/23,T,6 to 10,,,,,,2023,6/28/23,Houston,CGA,Hair Snare,6,6,,,,32.45655,-83.54399,,
460,470,470-23,UGA_173101_P006_WE01,HS 051,4,7/6/23,T,6 to 10,,,,,,2023,7/6/23,Houston,CGA,Hair Snare,6,8,,,,32.50791,-83.54721,,
461,471,471-23,UGA_173101_P006_WF01,HS 027,4,7/4/23,B,6 to 10,,,,,,2023,7/4/23,Houston,CGA,Hair Snare,6,7,,,,32.44472,-83.50545,,
462,472,472-23,UGA_173101_P006_WH01,HS 056,5,7/11/23,B,10+,,,,,,2023,7/11/23,Pulaski,CGA,Hair Snare,6,16,,,,32.35842,-83.48504,,
463,473,473-23,UGA_173101_P006_WA02,HS 101,6,7/20/23,T,10+,,,,,,2023,7/20/23,Twiggs,CGA,Hair Snare,6,4,,Not Good Follicles,,32.50851,-83.39172,,
464,474,474-23,UGA_173101_P006_WB02,HS 132,3,6/29/23,B,6 to 10,,,,,,2023,6/29/23,Twiggs,CGA,Hair Snare,6,4,,,,32.62112,-83.44886,,
465,475,475-23,UGA_173101_P006_WC02,HS 030,3,6/28/23,T,10+,,,,,,2023,6/28/23,Houston,CGA,Hair Snare,6,12,,,,32.45655,-83.54399,,
466,476,476-23,UGA_173101_P006_WD02,HS 066,6,7/19/23,B,10+,,,,,,2023,7/19/23,Bleckley,CGA,Hair Snare,6,13,,,,32.42799,-83.46671,,
467,477,477-23,UGA_173101_P006_WE02,HS 079,5,7/13/23,T,10+,,,,,,2023,7/13/23,Twiggs,CGA,Hair Snare,6,14,,,,32.49081,-83.43561,,
468,478,478-23,UGA_173101_P006_WF02,HS 073,7,7/26/23,T,6 to 10,,,,,,2023,7/26/23,Bleckley,CGA,Hair Snare,6,6,,,,32.45933,-83.47077,,
469,479,479-23,UGA_173101_P006_WG02,HS 105,5,7/14/23,T,6 to 10,,,,,,2023,7/14/23,Twiggs,CGA,Hair Snare,6,6,,,,32.53205,-83.40229,,
470,480,480-23,UGA_173101_P006_WH02,HS 009,6,7/19/23,T,10+,,,,,,2023,7/19/23,Houston,CGA,Hair Snare,6,10,,,,32.38062,-83.55952,,
471,481,481-23,UGA_173101_P006_WA03,HS 021,5,7/11/23,T,10+,,,,,,2023,7/11/23,Houston,CGA,Hair Snare,6,6,,Not Good Follicles,,32.41182,-83.50189,,
472,482,482-23,UGA_173101_P006_WB03,HS 068,6,7/22/23,B,10+,,,,,,2023,7/22/23,Bleckley,CGA,Hair Snare,6,12,,,,32.43761,-83.46568,,
473,483,483-23,UGA_173101_P006_WC03,HS 066,6,7/19/23,T,10+,,,,,,2023,7/19/23,Bleckley,CGA,Hair Snare,6,8,,,,32.42799,-83.46671,,
474,605,605-23,UGA_173101_P006_WD03,HS 44,3,6/17/23,T,6-10,,,,,,2023,6/17/23,Houston,CGA,Hair Snare,6,5,,Not Good Follicles,,32.48715,-83.51058,,
475,485,485-23,UGA_173101_P006_WE03,HS 036,3,6/27/23,B,10+,,,,,,2023,6/27/23,Houston,CGA,Hair Snare,6,8,,,,32.46985,-83.55593,,
476,486,486-23,UGA_173101_P006_WF03,HS 049,5,7/11/23,T,10+,,,,,,2023,7/11/23,Houston,CGA,Hair Snare,6,12,,,,32.49703,-83.52477,,
477,487,487-23,UGA_173101_P006_WG03,HS 030,3,6/28/23,T,6 to 10,,,,,,2023,6/28/23,Houston,CGA,Hair Snare,6,8,,,,32.45655,-83.54399,,
478,488,488-23,UGA_173101_P006_WH03,HS 051,6,7/20/23,B,6 to 10,,,,,,2023,7/20/23,Houston,CGA,Hair Snare,6,8,,,,32.50791,-83.54721,,
479,489,489-23,UGA_173101_P006_WA04,HS 032,4,7/5/23,T,10+,,,,,,2023,7/5/23,Houston,CGA,Hair Snare,6,6,,,,32.45173,-83.51407,,
480,490,490-23,UGA_173101_P006_WB04,HS 012,3,6/28/23,T,10+,,,,,,2023,6/28/23,Houston,CGA,Hair Snare,6,9,,,,32.39073,-83.56828,,
481,491,491-23,UGA_173101_P006_WC04,HS 042,5,7/13/23,T,6 to 10,,,,,,2023,7/13/23,Houston,CGA,Hair Snare,6,8,,,,32.48712,-83.55912,,
482,492,492-23,UGA_173101_P006_WD04,HS 005,3,6/29/23,T,10+,,,,,,2023,6/29/23,Houston,CGA,Hair Snare,6,10,,,,32.40774,-83.62762,,
483,493,493-23,UGA_173101_P006_WE04,HS 101,5,7/14/23,T,10+,,,,,,2023,7/14/23,Twiggs,CGA,Hair Snare,6,10,,,,32.50851,-83.39172,,
484,494,494-23,UGA_173101_P006_WF04,HS 030,7,7/26/23,B,10+,,,,,,2023,7/26/23,Houston,CGA,Hair Snare,6,16,,,,32.45655,-83.54399,,
485,495,495-23,UGA_173101_P006_WG04,HS 028,6,7/19/23,T,10+,,,,,,2023,7/19/23,Houston,CGA,Hair Snare,6,12,,,,32.45919,-83.57036,,
486,496,496-23,UGA_173101_P006_WH04,HS 027,6,7/18/23,T,10+,,,,,,2023,7/18/23,Houston,CGA,Hair Snare,6,10,,,,32.44472,-83.50545,,
487,497,497-23,UGA_173101_P006_WA05,HS 044,6,7/18/23,T,6 to 10,,,,,,2023,7/18/23,Houston,CGA,Hair Snare,6,6,,,,32.48715,-83.51058,,
488,498,498-23,UGA_173101_P006_WB05,HS 116,4,7/6/23,T,10+,,,,,,2023,7/6/23,Twiggs,CGA,Hair Snare,6,8,,,,32.55930,-83.45468,,
489,499,499-23,UGA_173101_P006_WD05,HS 030,3,6/28/23,T,10+,,,,,,2023,6/28/23,Houston,CGA,Hair Snare,6,6,,Not Good Follicles,,32.45655,-83.54399,,
490,500,500-23,UGA_173101_P006_WE05,HS 101,6,7/20/23,B,10+,,,,,,2023,7/20/23,Twiggs,CGA,Hair Snare,6,14,,,,32.50851,-83.39172,,
491,600,600-23,UGA_173101_P006_WF05,HS 005,3,6/29/23,T,6 to 10,,,,,,2023,6/29/23,Houston,CGA,Hair Snare,6,8,,,,32.40774,-83.62762,,
492,601,601-23,UGA_173101_P006_WG05,HS 007,3,6/29/23,T,10+,,,,,,2023,6/29/23,Houston,CGA,Hair Snare,6,10,,,,32.41777,-83.60471,,
493,602,602-23,UGA_173101_P006_WH05,HS 116,6,7/20/23,T,6 to 10,,,,,,2023,7/20/23,Twiggs,CGA,Hair Snare,6,10,,,,32.55930,-83.45468,,
494,603,603-23,UGA_173101_P006_WB06,HS 101,5,7/14/23,B,10+,,,,,,2023,7/14/23,Twiggs,CGA,Hair Snare,6,10,,,,32.50851,-83.39172,,
495,604,604-23,UGA_173101_P006_WC06,HS 107,1,6/16/23,T,10+,,,,,,2023,6/16/23,Twiggs,CGA,Hair Snare,6,8,,,,32.54099,-83.51173,,
496,681,681-23,UGA_173101_P006_WD06,HS 128,7,7/27/23,B,10+,,,,,,2023,7/27/23,Twiggs,CGA,Hair Snare,6,6,,,,32.60853,-83.44122,,
497,709,709-23,UGA_173101_P006_WE06,HS 086,5,7/11/23,T,6 to 10,,,,,,2023,7/11/23,Twiggs,CGA,Hair Snare,6,5,,Not Good Follicles,,32.50180,-83.48859,,
498,724,724-23,UGA_173101_P006_WF06,HS 034,7,7/26/23,T,6 to 10,,,,,,2023,7/26/23,Houston,CGA,Hair Snare,6,6,,,,32.46086,-83.50418,,
499,747,747-23,UGA_173101_P006_WG06,HS 023,5,7/11/23,B,10+,,,,,,2023,7/11/23,Houston,CGA,Hair Snare,6,6,,Not Good Follicles,,32.41457,-83.48660,,
500,787,787-23,UGA_173101_P006_WH06,HS 063,6,7/22/23,B,6 to 10,,,,,,2023,7/22/23,Bleckley,CGA,Hair Snare,6,5,,,,32.40262,-83.48999,,
501,501,1-24,UGA_173101_P006_WA07,HS 031,7,7/25/24,T,10+,,,,,,2024,7/25/24,Houston,CGA,Hair Snare,6,10,,,,32.45188,-83.53431,,
502,502,2-24,UGA_173101_P006_WB07,HS 041,1,6/13/24,B,6 to 10,,,,,,2024,6/13/24,Houston,CGA,Hair Snare,6,9,,,,32.48639,-83.57415,,
503,503,3-24,UGA_173101_P006_WC07,HS 032,7,7/25/24,T,6 to 10,,,,,,2024,7/25/24,Houston,CGA,Hair Snare,6,7,,,,32.45173,-83.51407,,
504,504,4-24,UGA_173101_P006_WD07,HS 045,2,6/20/24,T,6 to 10,,,,,,2024,6/20/24,Houston,CGA,Hair Snare,6,7,,,,32.49782,-83.57367,,
505,505,5-24,UGA_173101_P006_WC05,HS 033,6,7/18/24,B,10+,,,,,,2024,7/18/24,Houston,CGA,Hair Snare,6,12,,,,32.45800,-83.52334,,
505,505,5-24,UGA_173101_P006_WE07,HS 033,6,7/18/24,B,10+,,,,,,2024,7/18/24,Houston,CGA,Hair Snare,6,8,,,,32.45800,-83.52334,,
506,506,6-24,UGA_173101_P006_WF07,HS 139,6,7/16/24,T,6 to 10,,,,,,2024,7/16/24,Twiggs,CGA,Hair Snare,6,8,,,,32.54836,-83.40818,,
507,507,7-24,UGA_173101_P006_WG07,HS 065,7,7/24/24,T,6 to 10,,,,,,2024,7/24/24,Bleckley,CGA,Hair Snare,6,8,,,,32.42075,-83.45467,,
508,508,8-24,UGA_173101_P006_WH07,HS 026,7,7/25/24,T,10+,,,,,,2024,7/25/24,Houston,CGA,Hair Snare,6,18,,,,32.44461,-83.52258,,
509,509,10-24,UGA_173101_P006_WA08,HS 032,7,7/25/24,B,10+,,,,,,2024,7/25/24,Houston,CGA,Hair Snare,6,17,,,,32.45173,-83.51407,,
510,510,11-24,UGA_173101_P006_WB08,HS 047,4,7/4/24,T,6 to 10,,,,,,2024,7/4/24,Houston,CGA,Hair Snare,6,14,,,,32.49640,-83.55613,,
511,511,12-24,UGA_173101_P006_WC08,HS 032,6,7/18/24,B,10+,,,,,,2024,7/18/24,Houston,CGA,Hair Snare,6,15,,,,32.45173,-83.51407,,
512,512,14-24,UGA_173101_P006_WD08,HS 042,6,7/18/24,T,10+,,,,,,2024,7/18/24,Houston,CGA,Hair Snare,6,12,,,,32.48712,-83.55912,,
513,513,15-24,UGA_173101_P006_WF08,HS 086,4,7/3/24,T,6 to 10,,,,,,2024,7/3/24,Twiggs,CGA,Hair Snare,6,8,,Not Good Follicles,,32.50180,-83.48859,,
514,514,16-24,UGA_173101_P006_WG08,HS 025,2,6/20/24,B,10+,,,,,,2024,6/20/24,Houston,CGA,Hair Snare,6,20,,,,32.43851,-83.49664,,
515,515,17-24,UGA_173101_P006_WH08,HS 061,3,6/26/24,T,10+,,,,,,2024,6/26/24,Pulaski,CGA,Hair Snare,6,8,,,,32.38099,-83.49592,,
516,516,18-24,UGA_173101_P006_WB09,HS 027,1,6/13/24,T,6 to 10,,,,,,2024,6/13/24,Houston,CGA,Hair Snare,6,8,,,,32.44472,-83.50545,,
517,517,19-24,UGA_173101_P006_WC09,HS 025,3,6/27/24,B,6 to 10,,,,,,2024,6/27/24,Houston,CGA,Hair Snare,6,13,,,,32.43851,-83.49664,,
518,518,22-24,UGA_173101_P006_WA09,HS 034,7,7/25/24,T,10+,,,,,,2024,7/25/24,Houston,CGA,Hair Snare,6,7,,Not Good Follicles,,32.46086,-83.50418,,
518,518,22-24,UGA_173101_P006_WD09,HS 034,7,7/25/24,T,10+,,,,,,2024,7/25/24,Houston,CGA,Hair Snare,6,8,,Not Good Follicles,,32.46086,-83.50418,,
519,519,23-24,UGA_173101_P006_WE09,HS 051,7,7/25/24,T,6 to 10,,,,,,2024,7/25/24,Houston,CGA,Hair Snare,6,8,,,,32.50791,-83.54721,,
520,520,24-24,UGA_173101_P006_WF09,HS 066,5,7/10/24,B,10+,,,,,,2024,7/10/24,Bleckley,CGA,Hair Snare,6,8,,,,32.42799,-83.46671,,
521,521,25-24,UGA_173101_P006_WG09,HS 033,6,7/18/24,T,6 to 10,,,,,,2024,7/18/24,Houston,CGA,Hair Snare,6,1,,Only One Hair - Cut into several pieces,,32.45800,-83.52334,,
522,522,27-24,UGA_173101_P006_WH09,HS 027,2,6/20/24,B,10+,,,,,,2024,6/20/24,Houston,CGA,Hair Snare,6,9,,,,32.44472,-83.50545,,
523,523,28-24,UGA_173101_P006_WA10,HS 030,6,7/18/24,B,10+,,,,,,2024,7/18/24,Houston,CGA,Hair Snare,6,20,,,,32.45655,-83.54399,,
524,524,29-24,UGA_173101_P006_WB10,HS 043,1,6/13/24,T,10+,,,,,,2024,6/13/24,Houston,CGA,Hair Snare,6,10,,,,32.48799,-83.54105,,
525,525,30-24,UGA_173101_P006_WC10,HS 027,7,7/25/24,B,6 to 10,,,,,,2024,7/25/24,Houston,CGA,Hair Snare,6,7,,,,32.44472,-83.50545,,
526,526,31-24,UGA_173101_P006_WD10,HS 043,7,7/25/24,T,6 to 10,,,,,,2024,7/25/24,Houston,CGA,Hair Snare,6,6,,,,32.48799,-83.54105,,
527,527,32-24,UGA_173101_P006_WE10,HS 123,6,7/16/24,B,10+,,,,,,2024,7/16/24,Twiggs,CGA,Hair Snare,6,20,,,,32.57586,-83.44059,,
528,528,33-24,UGA_173101_P006_WF10,HS 050,4,7/4/24,T,10+,,,,,,2024,7/4/24,Houston,CGA,Hair Snare,6,9,,,,32.50752,-83.55628,,
529,529,34-24,UGA_173101_P006_WG10,HS 076,1,6/12/24,T,10+,,,,,,2024,6/12/24,Bleckley,CGA,Hair Snare,6,14,,,,32.47301,-83.43739,,
530,530,35-24,UGA_173101_P006_WH10,HS 068,1,6/12/24,T,6 to 10,,,,,,2024,6/12/24,Bleckley,CGA,Hair Snare,6,5,,Not Good Follicles,,32.43761,-83.46568,,
531,531,36-24,UGA_173101_P006_WA11,HS 143,3,6/25/24,T,6 to 10,,,,,,2024,6/25/24,Twiggs,CGA,Hair Snare,6,6,,,,32.61895,-83.44927,,
532,532,37-24,UGA_173101_P006_WB11,HS 116,4,7/1/24,B,10+,,,,,,2024,7/1/24,Twiggs,CGA,Hair Snare,6,22,,,,32.55930,-83.45468,,
533,533,38-24,UGA_173101_P006_WC11,HS 087,3,6/24/24,T,10+,,,,,,2024,6/24/24,Twiggs,CGA,Hair Snare,6,7,,,,32.50133,-83.47207,,
533,533,38-24,UGA_173101_P006_WE08,HS 087,3,6/24/24,T,10+,,,,,,2024,6/24/24,Twiggs,CGA,Hair Snare,6,7,,,,32.50133,-83.47207,,
534,534,39-24,UGA_173101_P006_WD11,HS 050,5,7/10/24,T,10+,,,,,,2024,7/10/24,Houston,CGA,Hair Snare,6,8,,,,32.50752,-83.55628,,
535,535,40-24,UGA_173101_P006_WE11,HS 085,1,6/12/24,T,10+,,,,,,2024,6/12/24,Twiggs,CGA,Hair Snare,6,12,,,,32.50086,-83.50836,,
536,536,41-24,UGA_173101_P006_WF11,HS 035,4,7/4/24,B,6 to 10,,,,,,2024,7/4/24,Houston,CGA,Hair Snare,6,6,,Not Good Follicles,,32.47084,-83.57342,,
537,537,42-24,UGA_173101_P006_WG11,HS 024,6,7/18/24,T,10+,,,,,,2024,7/18/24,Houston,CGA,Hair Snare,6,9,,,,32.42724,-83.49291,,
538,538,43-24,UGA_173101_P006_WH11,HS 001,3,6/25/24,B,6 to 10,,,,,,2024,6/25/24,Houston,CGA,Hair Snare,6,1,,Bad Follicle - Single Hair,,32.38816,-83.67687,,
539,539,44-24,UGA_173101_P006_WA12,HS 024,6,7/18/24,B,6 to 10,,,,,,2024,7/18/24,Houston,CGA,Hair Snare,6,9,,,,32.42724,-83.49291,,
540,540,45-24,UGA_173101_P006_WB12,HS 027,7,7/25/24,B,10+,,,,,,2024,7/25/24,Houston,CGA,Hair Snare,6,9,,,,32.44472,-83.50545,,
541,541,46-24,UGA_173101_P006_WC12,HS 033,6,7/18/24,T,6 to 10,,,,,,2024,7/18/24,Houston,CGA,Hair Snare,6,8,,,,32.45800,-83.52334,,
542,542,47-24,UGA_173101_P006_WD12,HS 123,6,7/16/24,T,6 to 10,,,,,,2024,7/16/24,Twiggs,CGA,Hair Snare,6,5,,,,32.57586,-83.44059,,
543,543,48-24,UGA_173101_P006_WE12,HS 017,3,6/25/24,T,10+,,,,,,2024,6/25/24,Houston,CGA,Hair Snare,6,8,,,,32.40415,-83.54735,,
544,544,49-24,UGA_173101_P006_WF12,HS 037,7,7/25/24,T,10+,,,,,,2024,7/25/24,Houston,CGA,Hair Snare,6,14,,,,32.47273,-83.53941,,
545,545,50-24,UGA_173101_P006_WG12,HS 001,7,7/23/24,T,6 to 10,,,,,,2024,7/23/24,Houston,CGA,Hair Snare,6,12,,,,32.38816,-83.67687,,
546,546,51-24,UGA_173101_P006_WH12,HS 033,6,7/18/24,B,6 to 10,,,,,,2024,7/18/24,Houston,CGA,Hair Snare,6,9,,,,32.45800,-83.52334,,
547,547,52-24,UGA_173101_P007_WA01,HS 066,5,7/10/24,T,10+,,,,,,2024,7/10/24,Bleckley,CGA,Hair Snare,7,10,,,,32.42799,-83.46671,,
548,548,53-24,UGA_173101_P007_WB01,HS 028,7,7/25/24,T,6 to 10,,,,,,2024,7/25/24,Houston,CGA,Hair Snare,7,4,,,,32.45919,-83.57036,,
549,549,54-24,UGA_173101_P007_WC01,HS 087,7,7/22/24,B,10+,,,,,,2024,7/22/24,Twiggs,CGA,Hair Snare,7,9,,,,32.50133,-83.47207,,
550,550,55-24,UGA_173101_P007_WD01,HS 027,4,7/4/24,B,6 to 10,,,,,,2024,7/4/24,Houston,CGA,Hair Snare,7,7,,,,32.44472,-83.50545,,
551,551,56-24,UGA_173101_P007_WE01,HS 028,7,7/25/24,B,6 to 10,,,,,,2024,7/25/24,Houston,CGA,Hair Snare,7,6,,,,32.45919,-83.57036,,
552,552,57-24,UGA_173101_P007_WF01,HS 050,5,7/10/24,T,10+,,,,,,2024,7/10/24,Houston,CGA,Hair Snare,7,10,,,,32.50752,-83.55628,,
553,553,58-24,UGA_173101_P007_WB02,HS 026,6,7/18/24,B,10+,,,,,,2024,7/18/24,Houston,CGA,Hair Snare,7,7,,,,32.44461,-83.52258,,
553,553,58-24,UGA_173101_P007_WG01,HS 026,6,7/18/24,B,10+,,,,,,2024,7/18/24,Houston,CGA,Hair Snare,7,5,,,,32.44461,-83.52258,,
554,554,59-24,UGA_173101_P007_WH01,HS 033,7,7/25/24,T,10+,,,,,,2024,7/25/24,Houston,CGA,Hair Snare,7,10,,,,32.45800,-83.52334,,
555,555,60-24,UGA_173101_P007_WA02,HS 051,1,6/13/24,T,10+,,,,,,2024,6/13/24,Houston,CGA,Hair Snare,7,6,,,,32.50791,-83.54721,,
556,556,61-24,UGA_173101_P007_WC02,HS 012,7,7/22/24,T,10+,,,,,,2024,7/22/24,Houston,CGA,Hair Snare,7,11,,,,32.39073,-83.56828,,
557,557,62-24,UGA_173101_P007_WD02,HS 076,1,6/12/24,T,10+,,,,,,2024,6/12/24,Bleckley,CGA,Hair Snare,7,13,,,,32.47301,-83.43739,,
558,558,63-24,UGA_173101_P007_WE02,HS 011,3,6/24/24,T,10+,,,,,,2024,6/24/24,Houston,CGA,Hair Snare,7,18,,,,32.38745,-83.57877,,
559,559,64-24,UGA_173101_P007_WF02,HS 066,7,7/24/24,B,10+,,,,,,2024,7/24/24,Bleckley,CGA,Hair Snare,7,16,,,,32.42799,-83.46671,,
560,560,65-24,UGA_173101_P007_WG02,HS 096,6,7/15/24,B,6 to 10,,,,,,2024,7/15/24,Twiggs,CGA,Hair Snare,7,6,,,,32.51902,-83.43392,,
561,561,66-24,UGA_173101_P007_WH02,HS 030,3,6/27/24,B,10+,,,,,,2024,6/27/24,Houston,CGA,Hair Snare,7,14,,,,32.45655,-83.54399,,
562,562,67-24,UGA_173101_P007_WA03,HS 048,5,7/11/24,B,6 to 10,,,,,,2024,7/11/24,Houston,CGA,Hair Snare,7,8,,,,32.50203,-83.54106,,
563,563,68-24,UGA_173101_P007_WB03,HS 030,2,6/20/24,T,10+,,,,,,2024,6/20/24,Houston,CGA,Hair Snare,7,18,,,,32.45655,-83.54399,,
564,564,69-24,UGA_173101_P007_WC03,HS 038,3,6/27/24,B,10+,,,,,,2024,6/27/24,Houston,CGA,Hair Snare,7,20,,,,32.47396,-83.50776,,
565,565,70-24,UGA_173101_P007_WD03,HS 032,1,6/13/24,B,10+,,,,,,2024,6/13/24,Houston,CGA,Hair Snare,7,9,,,,32.45173,-83.51407,,
566,566,71-24,UGA_173101_P007_WE03,HS 026,4,7/4/24,B,10+,,,,,,2024,7/4/24,Houston,CGA,Hair Snare,7,15,,,,32.44461,-83.52258,,
567,567,72-24,UGA_173101_P007_WG03,HS 036,7,7/25/24,T,10+,,,,,,2024,7/25/24,Houston,CGA,Hair Snare,7,13,,,,32.46896,-83.55585,,
568,568,73-24,UGA_173101_P007_WH03,HS 123,5,7/9/24,T,6 to 10,,,,,,2024,7/9/24,Twiggs,CGA,Hair Snare,7,6,,,,32.57586,-83.44059,,
569,569,74-24,UGA_173101_P007_WA04,HS 035,2,6/20/24,B,10+,,,,,,2024,6/20/24,Houston,CGA,Hair Snare,7,7,,,,32.47084,-83.57342,,
569,569,74-24,UGA_173101_P007_WF03,HS 035,2,6/20/24,B,10+,,,,,,2024,6/20/24,Houston,CGA,Hair Snare,7,10,,,,32.47084,-83.57342,,
570,570,75-24,UGA_173101_P007_WB04,HS 048,5,7/11/24,T,10+,,,,,,2024,7/11/24,Houston,CGA,Hair Snare,7,9,,,,32.50203,-83.54106,,
571,571,76-24,UGA_173101_P007_WC04,HS 065,7,7/24/24,B,6 to 10,,,,,,2024,7/24/24,Bleckley,CGA,Hair Snare,7,5,,,,32.42075,-83.45467,,
572,572,77-24,UGA_173101_P007_WD04,HS 042,7,7/25/24,T,10+,,,,,,2024,7/25/24,Houston,CGA,Hair Snare,7,7,,,,32.48712,-83.55912,,
573,573,78-24,UGA_173101_P007_WE04,HS 050,1,6/13/24,B,6 to 10,,,,,,2024,6/13/24,Houston,CGA,Hair Snare,7,4,,,,32.50752,-83.55628,,
574,574,79-24,UGA_173101_P007_WF04,HS 042,6,7/18/24,B,10+,,,,,,2024,7/18/24,Houston,CGA,Hair Snare,7,8,,,,32.48712,-83.55912,,
575,575,80-24,UGA_173101_P007_WG04,HS 066,1,6/12/24,T,10+,,,,,,2024,6/12/24,Bleckley,CGA,Hair Snare,7,13,,,,32.42799,-83.46671,,
576,576,81-24,UGA_173101_P007_WH04,HS 118,1,6/14/24,B,6 to 10,,,,,,2024,6/14/24,Twiggs,CGA,Hair Snare,7,5,,,,32.56782,-83.52305,,
577,577,82-24,UGA_173101_P007_WA05,HS 142,6,7/16/24,T,10+,,,,,,2024,7/16/24,Twiggs,CGA,Hair Snare,7,6,,,,32.60973,-83.44509,,
578,578,83-24,UGA_173101_P007_WB05,HS 023,2,6/20/24,T,6 to 10,,,,,,2024,6/20/24,Houston,CGA,Hair Snare,7,6,,,,32.41457,-83.48660,,
579,579,84-24,UGA_173101_P007_WC05,HS 030,7,7/25/24,B,10+,,,,,,2024,7/25/24,Houston,CGA,Hair Snare,7,9,,,,32.45655,-83.54399,,
580,580,85-24,UGA_173101_P007_WD05,HS 068,1,6/12/24,B,10+,,,,,,2024,6/12/24,Bleckley,CGA,Hair Snare,7,15,,,,32.43761,-83.46568,,
